species	canonical_region_id	anchor_id	reference_start	reference_end	dominant_query_chrom	dominant_query_start	dominant_query_end	orientation	coverage_fraction	n_raw_blocks	ambiguous	missing
Stork	CR_05	CR_05_A063	50942091	51042091	pri.CM030196.1	61562608	84280884	+	0.33241	2	false	false
Flamingo	CR_05	CR_05_A063	50942091	51042091	pri.chr4	59918331	63200018	+	0.25851	2	false	false
Dove	CR_05	CR_05_A063	50942091	51042091					0	0	false	true
Sandgrouse	CR_05	CR_05_A063	50942091	51042091					0.14796	1	false	true
Turaco	CR_05	CR_05_A063	50942091	51042091	pri.chr5	83230445	83270726	+	0.26648	1	false	false
Cuckoo	CR_05	CR_05_A063	50942091	51042091	pri.CM030640.1	58562453	79009850	-	0.27251	2	false	false
Stork	CR_05	CR_05_A064	51042091	51142091	pri.CM030196.1	61430062	61520270	+	0.87105	7	false	false
Flamingo	CR_05	CR_05_A064	51042091	51142091	pri.chr4	59990360	60079644	+	0.87194	6	false	false
Dove	CR_05	CR_05_A064	51042091	51142091	1.LR594554.2	30786725	30867999	+	0.61478	2	false	false
Sandgrouse	CR_05	CR_05_A064	51042091	51142091	pri.chr15	19995996	20192828	+	0.92454	1	false	false
Turaco	CR_05	CR_05_A064	51042091	51142091	pri.chr5	83105385	83201885	+	0.60856	6	false	false
Cuckoo	CR_05	CR_05_A064	51042091	51142091	pri.CM030640.1	58429280	58518252	-	0.86051	6	false	false
Stork	CR_05	CR_05_A065	51142091	51242091	pri.CM030196.1	61310357	61443322	+	0.80171	6	false	false
Flamingo	CR_05	CR_05_A065	51142091	51242091	pri.chr4	60059746	60191221	+	0.8671	6	false	false
Dove	CR_05	CR_05_A065	51142091	51242091	1.LR594554.2	30854359	30946566	+	0.31767	3	false	false
Sandgrouse	CR_05	CR_05_A065	51142091	51242091	pri.chr15	19995996	20192828	+	1	1	false	false
Turaco	CR_05	CR_05_A065	51142091	51242091	pri.chr5	83023904	83118510	+	0.51457	6	false	false
Cuckoo	CR_05	CR_05_A065	51142091	51242091	pri.CM030640.1	58324297	58453044	-	0.72876	6	false	false
Stork	CR_05	CR_05_A066	51242091	51342091	pri.CM030196.1	61215345	61365345	+	0.53915	6	false	false
Flamingo	CR_05	CR_05_A066	51242091	51342091	pri.chr4	60146747	60374959	+	0.94805	4	false	false
Dove	CR_05	CR_05_A066	51242091	51342091	1.LR594554.2	31029626	31127603	+	0.39845	6	false	false
Sandgrouse	CR_05	CR_05_A066	51242091	51342091	pri.chr15	19995996	20267700	+	0.68264	6	false	false
Turaco	CR_05	CR_05_A066	51242091	51342091	pri.chr5	82879872	82993241	+	0.36923	6	false	false
Cuckoo	CR_05	CR_05_A066	51242091	51342091	pri.CM030640.1	58236283	58367162	-	0.34545	4	false	false
Stork	CR_05	CR_05_A067	51342091	51442091	pri.CM030196.1	61094215	61220876	+	0.44357	7	false	false
Flamingo	CR_05	CR_05_A067	51342091	51442091	pri.chr4	60228491	60456745	+	0.9831	2	false	false
Dove	CR_05	CR_05_A067	51342091	51442091	1.LR594554.2	31122233	31337916	+	0.64917	7	false	false
Sandgrouse	CR_05	CR_05_A067	51342091	51442091	pri.chr15	20254786	20360985	+	0.50805	5	false	false
Turaco	CR_05	CR_05_A067	51342091	51442091	pri.chr5	82765800	82885391	+	0.48969	3	false	false
Cuckoo	CR_05	CR_05_A067	51342091	51442091	pri.CM030640.1	58095264	58193480	-	0.4579	7	false	false
Stork	CR_05	CR_05_A068	51442091	51542091	pri.CM030196.1	61020924	61102374	+	0.47156	4	false	false
Flamingo	CR_05	CR_05_A068	51442091	51542091	pri.chr4	60382797	60511659	+	0.8919	5	false	false
Dove	CR_05	CR_05_A068	51442091	51542091	1.LR594554.2	31228710	31337916	+	0.95035	1	false	false
Sandgrouse	CR_05	CR_05_A068	51442091	51542091	pri.chr15	20342640	20447496	+	0.74854	7	false	false
Turaco	CR_05	CR_05_A068	51442091	51542091	pri.chr5	82653021	82793179	+	0.33017	5	false	false
Cuckoo	CR_05	CR_05_A068	51442091	51542091	pri.CM030640.1	58000901	58101439	-	0.50361	5	false	false
Stork	CR_05	CR_05_A069	51542091	51642091	pri.CM030196.1	60750296	60964702	+	0.66242	1	false	false
Flamingo	CR_05	CR_05_A069	51542091	51642091	pri.chr4	60551602	60610611	+	0.50153	6	false	false
Dove	CR_05	CR_05_A069	51542091	51642091	1.LR594554.2	28749088	28922150	-	0.37773	1	false	false
Sandgrouse	CR_05	CR_05_A069	51542091	51642091	pri.chr15	20481770	20528687	+	0.47164	5	false	false
Turaco	CR_05	CR_05_A069	51542091	51642091	pri.chr5	82543191	82600797	+	0.21919	3	false	false
Cuckoo	CR_05	CR_05_A069	51542091	51642091	pri.CM030640.1	57887317	57942588	-	0.48716	6	false	false
Stork	CR_05	CR_05_A070	51642091	51742091	pri.CM030196.1	60750296	60964702	+	1	1	false	false
Flamingo	CR_05	CR_05_A070	51642091	51742091	pri.chr4	60604493	60758136	+	0.83291	4	false	false
Dove	CR_05	CR_05_A070	51642091	51742091	1.LR594554.2	28749088	28922150	-	1	1	false	false
Sandgrouse	CR_05	CR_05_A070	51642091	51742091	pri.chr15	20537194	20652298	+	0.58791	7	false	false
Turaco	CR_05	CR_05_A070	51642091	51742091	pri.chr5	82403249	82548782	+	0.81657	4	false	false
Cuckoo	CR_05	CR_05_A070	51642091	51742091	pri.CM030640.1	57737600	57893180	-	0.4629	7	false	false
Stork	CR_05	CR_05_A071	51742091	51780864	pri.CM030196.1	60750296	60964702	+	0.974337812395	1	false	false
Flamingo	CR_05	CR_05_A071	51742091	51780864	pri.chr4	60647983	60758136	+	0.912568024141	1	false	false
Dove	CR_05	CR_05_A071	51742091	51780864	1.LR594554.2	28749088	28922150	-	1	1	false	false
Sandgrouse	CR_05	CR_05_A071	51742091	51780864	pri.chr15	20609567	20652298	+	0.967219456839	1	false	false
Turaco	CR_05	CR_05_A071	51742091	51780864	pri.chr5	82403249	82508955	+	0.707812137312	1	false	false
Cuckoo	CR_05	CR_05_A071	51742091	51780864	pri.CM030640.1	57737600	57792077	-	1	1	false	false
Stork	CR_06	CR_06_A001	45582233	45682233	pri.CM030196.1	64485389	65757181	+	0.23145	2	false	false
Flamingo	CR_06	CR_06_A001	45582233	45682233	pri.chr4	64734805	65988410	+	0.27065	2	false	false
Dove	CR_06	CR_06_A001	45582233	45682233	1.LR594554.2	26609287	26641667	-	0.21249	1	false	false
Sandgrouse	CR_06	CR_06_A001	45582233	45682233	pri.chr15	1108205	23654925	+	0.24509	2	false	false
Turaco	CR_06	CR_06_A001	45582233	45682233	pri.chr5	18836937	20305488	+	0.22258	2	false	false
Cuckoo	CR_06	CR_06_A001	45582233	45682233					0	0	false	true
Stork	CR_06	CR_06_A002	45682233	45782233					0.19872	1	false	true
Flamingo	CR_06	CR_06_A002	45682233	45782233	pri.chr4	65891948	65988410	-	0.34544	2	false	false
Dove	CR_06	CR_06_A002	45682233	45782233					0	0	false	true
Sandgrouse	CR_06	CR_06_A002	45682233	45782233					0.19834	1	false	true
Turaco	CR_06	CR_06_A002	45682233	45782233					0	0	false	true
Cuckoo	CR_06	CR_06_A002	45682233	45782233					0	0	false	true
Stork	CR_06	CR_06_A003	45782233	45882233					0.16604	2	false	true
Flamingo	CR_06	CR_06_A003	45782233	45882233					0.12375	2	false	true
Dove	CR_06	CR_06_A003	45782233	45882233	1.LR594554.2	25673223	25725633	+	0.27097	3	false	false
Sandgrouse	CR_06	CR_06_A003	45782233	45882233	pri.chr15	902199	949053	+	0.35404	2	false	false
Turaco	CR_06	CR_06_A003	45782233	45882233	pri.chr5	19218331	19243749	+	0.21428	3	false	false
Cuckoo	CR_06	CR_06_A003	45782233	45882233	pri.CM030640.1	60742726	60811858	+	0.61016	1	false	false
Stork	CR_06	CR_06_A004	45882233	45982233	pri.CM030196.1	65245664	65369102	+	0.25534	3	false	false
Flamingo	CR_06	CR_06_A004	45882233	45982233	pri.chr4	65484626	65606904	-	0.24386	4	false	false
Dove	CR_06	CR_06_A004	45882233	45982233					0.19878	3	false	true
Sandgrouse	CR_06	CR_06_A004	45882233	45982233					0.16732	3	false	true
Turaco	CR_06	CR_06_A004	45882233	45982233	pri.chr5	19322950	19451663	+	0.25534	3	false	false
Cuckoo	CR_06	CR_06_A004	45882233	45982233	pri.CM030640.1	60874894	60961209	+	0.20393	3	false	false
Stork	CR_06	CR_06_A005	45982233	46082233					0.16744	3	false	true
Flamingo	CR_06	CR_06_A005	45982233	46082233					0.16744	3	false	true
Dove	CR_06	CR_06_A005	45982233	46082233					0.19315	4	false	true
Sandgrouse	CR_06	CR_06_A005	45982233	46082233					0.09754	1	false	true
Turaco	CR_06	CR_06_A005	45982233	46082233	pri.chr5	19435010	19611377	+	0.31355	5	false	false
Cuckoo	CR_06	CR_06_A005	45982233	46082233					0.09516	2	false	true
Stork	CR_06	CR_06_A006	46082233	46182233					0.07201	2	false	true
Flamingo	CR_06	CR_06_A006	46082233	46182233					0.07193	2	false	true
Dove	CR_06	CR_06_A006	46082233	46182233					0.10568	2	false	true
Sandgrouse	CR_06	CR_06_A006	46082233	46182233					0	0	false	true
Turaco	CR_06	CR_06_A006	46082233	46182233					0.07082	2	false	true
Cuckoo	CR_06	CR_06_A006	46082233	46182233					0.06126	1	false	true
Stork	CR_06	CR_06_A007	46182233	46282233					0	0	false	true
Flamingo	CR_06	CR_06_A007	46182233	46282233					0.05242	1	false	true
Dove	CR_06	CR_06_A007	46182233	46282233					0	0	false	true
Sandgrouse	CR_06	CR_06_A007	46182233	46282233	pri.chr15	2618	389357	+	0.25454	2	false	false
Turaco	CR_06	CR_06_A007	46182233	46282233					0	0	false	true
Cuckoo	CR_06	CR_06_A007	46182233	46282233					0.01816	1	false	true
Stork	CR_06	CR_06_A008	46282233	46382233	pri.CM030196.1	64698475	64783855	+	0.3889	5	false	false
Flamingo	CR_06	CR_06_A008	46282233	46382233	pri.chr4	64921619	65010215	-	0.38975	5	false	false
Dove	CR_06	CR_06_A008	46282233	46382233	1.LR594554.2	26398148	26503907	+	0.26367	4	false	false
Sandgrouse	CR_06	CR_06_A008	46282233	46382233	pri.chr15	2618	100271	+	0.5106	2	false	false
Turaco	CR_06	CR_06_A008	46282233	46382233	pri.chr5	19930090	20024007	+	0.29219	4	false	false
Cuckoo	CR_06	CR_06_A008	46282233	46382233	pri.CM030640.1	61373039	61408746	+	0.25491	3	false	false
Stork	CR_06	CR_06_A009	46382233	46482233	pri.CM030196.1	64562832	66038709	+	0.53556	3	false	false
Flamingo	CR_06	CR_06_A009	46382233	46482233	pri.chr4	64805645	66242623	+	0.38814	5	false	false
Dove	CR_06	CR_06_A009	46382233	46482233	1.LR594554.2	25191269	26608696	-	0.31501	4	true	false
Sandgrouse	CR_06	CR_06_A009	46382233	46482233	pri.chr15	199981	1361703	+	0.42254	5	false	false
Turaco	CR_06	CR_06_A009	46382233	46482233	pri.chr5	18686141	20138022	+	0.37017	5	false	false
Cuckoo	CR_06	CR_06_A009	46382233	46482233	pri.CM030640.1	61550223	62151742	+	0.36298	5	false	false
Stork	CR_06	CR_06_A010	46482233	46582233	pri.CM030196.1	65983799	66138887	+	0.96653	2	false	false
Flamingo	CR_06	CR_06_A010	46482233	46582233	pri.chr4	66235903	66339078	+	0.28487	4	false	false
Dove	CR_06	CR_06_A010	46482233	46582233					0.16842	3	false	true
Sandgrouse	CR_06	CR_06_A010	46482233	46582233	pri.chr15	1355559	1454475	+	0.27387	4	false	false
Turaco	CR_06	CR_06_A010	46482233	46582233	pri.chr5	18588916	18692382	+	0.20749	3	false	false
Cuckoo	CR_06	CR_06_A010	46482233	46582233					0.19481	3	false	true
Stork	CR_06	CR_06_A011	46582233	46682233	pri.CM030196.1	66144652	66283359	+	0.46502	3	false	false
Flamingo	CR_06	CR_06_A011	46582233	46682233	pri.chr4	66360695	66499651	+	0.54397	4	false	false
Dove	CR_06	CR_06_A011	46582233	46682233	1.LR594554.2	24945226	25071671	-	0.3415	4	false	false
Sandgrouse	CR_06	CR_06_A011	46582233	46682233	pri.chr15	1478042	1612874	+	0.46987	4	false	false
Turaco	CR_06	CR_06_A011	46582233	46682233	pri.chr5	18472379	18569310	+	0.33433	3	false	false
Cuckoo	CR_06	CR_06_A011	46582233	46682233	pri.CM030640.1	62272346	62414560	+	0.35343	3	false	false
Stork	CR_06	CR_06_A012	46682233	46782233	pri.CM030196.1	66246396	66365917	+	0.35891	3	false	false
Flamingo	CR_06	CR_06_A012	46682233	46782233	pri.chr4	66461626	66585337	+	0.35859	3	false	false
Dove	CR_06	CR_06_A012	46682233	46782233	1.LR594554.2	24836052	24966182	-	0.25067	3	false	false
Sandgrouse	CR_06	CR_06_A012	46682233	46782233	pri.chr15	1577601	1690225	+	0.37688	3	false	false
Turaco	CR_06	CR_06_A012	46682233	46782233					0.19609	2	false	true
Cuckoo	CR_06	CR_06_A012	46682233	46782233	pri.CM030640.1	62379325	62494907	+	0.35915	3	false	false
Stork	CR_06	CR_06_A013	46782233	46882233					0.05089	1	false	true
Flamingo	CR_06	CR_06_A013	46782233	46882233					0.11107	2	false	true
Dove	CR_06	CR_06_A013	46782233	46882233					0.18349	3	false	true
Sandgrouse	CR_06	CR_06_A013	46782233	46882233					0.11617	2	false	true
Turaco	CR_06	CR_06_A013	46782233	46882233					0.05089	1	false	true
Cuckoo	CR_06	CR_06_A013	46782233	46882233					0.06367	1	false	true
Stork	CR_06	CR_06_A014	46882233	46982233	pri.CM030196.1	66566830	66664642	+	0.46737	6	false	false
Flamingo	CR_06	CR_06_A014	46882233	46982233	pri.chr4	66776765	66875635	+	0.44794	6	false	false
Dove	CR_06	CR_06_A014	46882233	46982233	1.LR594554.2	24565191	24658244	-	0.44403	6	false	false
Sandgrouse	CR_06	CR_06_A014	46882233	46982233	pri.chr15	1863579	1946292	+	0.42005	6	false	false
Turaco	CR_06	CR_06_A014	46882233	46982233	pri.chr5	18053325	18154316	+	0.30821	4	false	false
Cuckoo	CR_06	CR_06_A014	46882233	46982233	pri.CM030640.1	62688564	62821398	+	0.6582	2	false	false
Stork	CR_06	CR_06_A015	46982233	47009757	pri.CM030196.1	66694138	66711968	+	0.626689434675	1	false	false
Flamingo	CR_06	CR_06_A015	46982233	47009757	pri.chr4	66904457	66921512	+	0.626689434675	1	false	false
Dove	CR_06	CR_06_A015	46982233	47009757	1.LR594554.2	24520371	24537097	-	0.626689434675	1	false	false
Sandgrouse	CR_06	CR_06_A015	46982233	47009757	pri.chr15	1972590	1988882	+	0.619168725476	1	false	false
Turaco	CR_06	CR_06_A015	46982233	47009757	pri.chr5	18009563	18035314	+	0.953822118878	1	false	false
Cuckoo	CR_06	CR_06_A015	46982233	47009757	pri.CM030640.1	62724870	62821398	+	0.986121203313	1	false	false
Stork	CR_07	CR_07_A001	45619857	45719857	pri.CM030196.1	64485389	65757181	+	0.43017	2	false	false
Flamingo	CR_07	CR_07_A001	45619857	45719857	pri.chr4	64734805	65988410	-	0.43069	2	true	false
Dove	CR_07	CR_07_A001	45619857	45719857					0.16493	1	false	true
Sandgrouse	CR_07	CR_07_A001	45619857	45719857	pri.chr15	1108205	23654925	+	0.42769	2	false	false
Turaco	CR_07	CR_07_A001	45619857	45719857					0.16902	1	false	true
Cuckoo	CR_07	CR_07_A001	45619857	45719857					0	0	false	true
Stork	CR_07	CR_07_A002	45719857	45819857					0	0	false	true
Flamingo	CR_07	CR_07_A002	45719857	45819857					0.14795	1	false	true
Dove	CR_07	CR_07_A002	45719857	45819857					0.13334	1	false	true
Sandgrouse	CR_07	CR_07_A002	45719857	45819857					0.13334	1	false	true
Turaco	CR_07	CR_07_A002	45719857	45819857					0	0	false	true
Cuckoo	CR_07	CR_07_A002	45719857	45819857					0.13334	1	false	true
Stork	CR_07	CR_07_A003	45819857	45919857	pri.CM030196.1	65363493	65451815	+	0.21906	3	false	false
Flamingo	CR_07	CR_07_A003	45819857	45919857					0.17677	3	false	true
Dove	CR_07	CR_07_A003	45819857	45919857					0.13763	3	false	true
Sandgrouse	CR_07	CR_07_A003	45819857	45919857	pri.chr15	902199	949053	+	0.2207	2	false	false
Turaco	CR_07	CR_07_A003	45819857	45919857	pri.chr5	19218331	19328268	+	0.2673	4	false	false
Cuckoo	CR_07	CR_07_A003	45819857	45919857	pri.CM030640.1	60742726	60811858	+	0.47682	1	false	false
Stork	CR_07	CR_07_A004	45919857	46019857	pri.CM030196.1	65245664	65350178	+	0.21798	2	false	false
Flamingo	CR_07	CR_07_A004	45919857	46019857	pri.chr4	65484626	65590393	-	0.2065	3	false	false
Dove	CR_07	CR_07_A004	45919857	46019857	1.LR594554.2	25860672	25959687	+	0.21497	3	false	false
Sandgrouse	CR_07	CR_07_A004	45919857	46019857					0.16732	3	false	true
Turaco	CR_07	CR_07_A004	45919857	46019857	pri.chr5	19341336	19483215	+	0.30103	3	false	false
Cuckoo	CR_07	CR_07_A004	45919857	46019857	pri.CM030640.1	60874894	60961209	+	0.21093	3	false	false
Stork	CR_07	CR_07_A005	46019857	46119857					0.15912	2	false	true
Flamingo	CR_07	CR_07_A005	46019857	46119857					0.15904	2	false	true
Dove	CR_07	CR_07_A005	46019857	46119857	1.LR594554.2	26023757	26100832	+	0.22598	3	false	false
Sandgrouse	CR_07	CR_07_A005	46019857	46119857					0.09754	1	false	true
Turaco	CR_07	CR_07_A005	46019857	46119857	pri.chr5	19517802	19611377	+	0.22099	3	false	false
Cuckoo	CR_07	CR_07_A005	46019857	46119857					0.08816	1	false	true
Stork	CR_07	CR_07_A006	46119857	46219857					0.06467	1	false	true
Flamingo	CR_07	CR_07_A006	46119857	46219857					0.06467	1	false	true
Dove	CR_07	CR_07_A006	46119857	46219857					0.05666	1	false	true
Sandgrouse	CR_07	CR_07_A006	46119857	46219857					0	0	false	true
Turaco	CR_07	CR_07_A006	46119857	46219857					0.06467	1	false	true
Cuckoo	CR_07	CR_07_A006	46119857	46219857					0.06126	1	false	true
Stork	CR_07	CR_07_A007	46219857	46319857	pri.CM030196.1	64746754	64783855	+	0.32274	4	false	false
Flamingo	CR_07	CR_07_A007	46219857	46319857	pri.chr4	64972238	65040369	-	0.38674	5	false	false
Dove	CR_07	CR_07_A007	46219857	46319857	1.LR594554.2	26398148	26455859	+	0.20753	3	false	false
Sandgrouse	CR_07	CR_07_A007	46219857	46319857	pri.chr15	2618	389357	+	0.63078	2	false	false
Turaco	CR_07	CR_07_A007	46219857	46319857	pri.chr5	19930090	19973366	+	0.23676	3	false	false
Cuckoo	CR_07	CR_07_A007	46219857	46319857	pri.CM030640.1	61373039	61408746	+	0.27307	3	false	false
Stork	CR_07	CR_07_A008	46319857	46419857	pri.CM030196.1	64562832	64706395	+	0.20598	2	false	false
Flamingo	CR_07	CR_07_A008	46319857	46419857					0.18731	2	false	true
Dove	CR_07	CR_07_A008	46319857	46419857					0.18804	2	false	true
Sandgrouse	CR_07	CR_07_A008	46319857	46419857	pri.chr15	2618	215264	+	0.26626	3	false	false
Turaco	CR_07	CR_07_A008	46319857	46419857					0.19289	2	false	true
Cuckoo	CR_07	CR_07_A008	46319857	46419857					0.13549	1	false	true
Stork	CR_07	CR_07_A009	46419857	46519857	pri.CM030196.1	65945738	66138887	+	0.74365	3	false	false
Flamingo	CR_07	CR_07_A009	46419857	46519857	pri.chr4	66165235	66242623	+	0.31424	4	false	false
Dove	CR_07	CR_07_A009	46419857	46519857	1.LR594554.2	25191269	25262179	-	0.24109	3	false	false
Sandgrouse	CR_07	CR_07_A009	46419857	46519857	pri.chr15	1288397	1361703	+	0.34366	4	false	false
Turaco	CR_07	CR_07_A009	46419857	46519857	pri.chr5	18686141	18763631	+	0.28995	4	false	false
Cuckoo	CR_07	CR_07_A009	46419857	46519857	pri.CM030640.1	62066213	62151742	+	0.27612	4	false	false
Stork	CR_07	CR_07_A010	46519857	46619857	pri.CM030196.1	66042204	66150434	+	0.67947	2	false	false
Flamingo	CR_07	CR_07_A010	46519857	46619857	pri.chr4	66287236	66417269	+	0.29873	5	false	false
Dove	CR_07	CR_07_A010	46519857	46619857					0.18282	4	false	true
Sandgrouse	CR_07	CR_07_A010	46519857	46619857	pri.chr15	1400976	1531867	+	0.28702	5	false	false
Turaco	CR_07	CR_07_A010	46519857	46619857	pri.chr5	18515898	18618495	+	0.22232	4	false	false
Cuckoo	CR_07	CR_07_A010	46519857	46619857	pri.CM030640.1	62227558	62278053	+	0.20684	3	false	false
Stork	CR_07	CR_07_A011	46619857	46719857	pri.CM030196.1	66221884	66318530	+	0.62231	3	false	false
Flamingo	CR_07	CR_07_A011	46619857	46719857	pri.chr4	66412066	66536512	+	0.69048	4	false	false
Dove	CR_07	CR_07_A011	46619857	46719857	1.LR594554.2	24880631	25023931	-	0.36474	4	false	false
Sandgrouse	CR_07	CR_07_A011	46619857	46719857	pri.chr15	1524750	1641634	+	0.61486	4	false	false
Turaco	CR_07	CR_07_A011	46619857	46719857	pri.chr5	18396880	18520969	+	0.31722	3	false	false
Cuckoo	CR_07	CR_07_A011	46619857	46719857	pri.CM030640.1	62366783	62448333	+	0.51112	3	false	false
Stork	CR_07	CR_07_A012	46719857	46819857					0.14077	2	false	true
Flamingo	CR_07	CR_07_A012	46719857	46819857	pri.chr4	66520675	66673172	+	0.20042	3	false	false
Dove	CR_07	CR_07_A012	46719857	46819857	1.LR594554.2	24753103	24891152	-	0.21672	3	false	false
Sandgrouse	CR_07	CR_07_A012	46719857	46819857	pri.chr15	1627654	1772822	+	0.231	3	false	false
Turaco	CR_07	CR_07_A012	46719857	46819857					0.14113	2	false	true
Cuckoo	CR_07	CR_07_A012	46719857	46819857					0.1408	2	false	true
Stork	CR_07	CR_07_A013	46819857	46919857	pri.CM030196.1	66500965	66594597	+	0.26242	4	false	false
Flamingo	CR_07	CR_07_A013	46819857	46919857	pri.chr4	66709389	66802684	+	0.24486	4	false	false
Dove	CR_07	CR_07_A013	46819857	46919857	1.LR594554.2	24629746	24717045	-	0.32293	5	false	false
Sandgrouse	CR_07	CR_07_A013	46819857	46919857	pri.chr15	1805505	1886364	+	0.24745	4	false	false
Turaco	CR_07	CR_07_A013	46819857	46919857	pri.chr5	18124955	18217569	+	0.2634	4	false	false
Cuckoo	CR_07	CR_07_A013	46819857	46919857					0.12297	2	false	true
Stork	CR_07	CR_07_A014	46919857	47019857	pri.CM030196.1	66628536	66711968	+	0.43384	4	false	false
Flamingo	CR_07	CR_07_A014	46919857	47019857	pri.chr4	57314230	66921512	+	0.44339	5	false	false
Dove	CR_07	CR_07_A014	46919857	47019857	1.LR594554.2	24520371	28929009	-	0.43181	5	false	false
Sandgrouse	CR_07	CR_07_A014	46919857	47019857	pri.chr15	1916546	1988882	+	0.39391	4	false	false
Turaco	CR_07	CR_07_A014	46919857	47019857	pri.chr5	18009563	18062979	+	0.35823	2	false	false
Cuckoo	CR_07	CR_07_A014	46919857	47019857	pri.CM030640.1	62724870	62821398	+	0.87032	1	false	false
Stork	CR_07	CR_07_A015	47019857	47119857					0	0	false	true
Flamingo	CR_07	CR_07_A015	47019857	47119857					0.09388	2	false	true
Dove	CR_07	CR_07_A015	47019857	47119857					0.04547	1	false	true
Sandgrouse	CR_07	CR_07_A015	47019857	47119857					0.09206	1	false	true
Turaco	CR_07	CR_07_A015	47019857	47119857					0	0	false	true
Cuckoo	CR_07	CR_07_A015	47019857	47119857					0	0	false	true
Stork	CR_07	CR_07_A016	47119857	47219857	pri.CM030196.1	63911337	64009149	+	0.21636	3	false	false
Flamingo	CR_07	CR_07_A016	47119857	47219857					0.081	1	false	true
Dove	CR_07	CR_07_A016	47119857	47219857					0.0255	1	false	true
Sandgrouse	CR_07	CR_07_A016	47119857	47219857					0	0	false	true
